"method","dataset","session","condition","alpha1_strength","events","K","M","T","empirical_nu_base","mean_events_per_actor_mark_per_sec","ring_size","hub_actor","true_ring","n_injected_events","hawkes_sampler_used","seed","heldout_frac","heldout_split_t","train_events","test_events","heldout_loglik","heldout_nll_per_event","heldout_metric_type","field_auc","precision","recall","f1","hub_correct","loglik_final","active_mean","b2_lambda0","b2_lambda1","b2_p00","b2_p11"
"Proposed","binance_vision","ftx_k20_q99_minutes_nov07_0000_early","real_crypto_window_sweep","","7053","20","2","119.98278333333316","1.4695858447468944","1.4695858447468944","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.98622666666654","5581","1472","-357.8633887553676","0.2431137151870704","latent_ctmc_marginal_interval_loglik","","","","","","-1589.7109633609368","0.5588510127222577",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.9706666666665","5388","870","-924.6966498327062","1.0628697124513864","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","-1534.60554092731","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.9706666666665","5388","870","-108.23790734394305","0.12441138775165868","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7255653507090839","79.55555555555556","210.33333333333334","0.8108108108108109","0.5"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.9706666666665","5388","870","-1133.0046705681214","1.3023042190438177","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.9706666666665","5388","870","-913.8506356822601","1.0504030295198392","latent_ctmc_marginal_interval_loglik","","","","","","-1367.2906713241719","0.35346097307997976",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.9706666666665","5388","870","-916.8860734682141","1.0538920384692116","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","-1539.4919507832371","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.9706666666665","5388","870","-108.23790734394305","0.12441138775165868","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7255653507090839","79.55555555555556","210.33333333333334","0.8108108108108109","0.5"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.9706666666665","5388","870","-1133.0046705681214","1.3023042190438177","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.9706666666665","5388","870","-907.094193549989","1.0426370040804471","latent_ctmc_marginal_interval_loglik","","","","","","-1385.6429156461384","0.42341528198358674",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.9706666666665","5388","870","-919.5856016221453","1.0569949443932705","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","-1553.7285045057345","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.9706666666665","5388","870","-108.23790734394305","0.12441138775165868","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7255653507090839","79.55555555555556","210.33333333333334","0.8108108108108109","0.5"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.9706666666665","5388","870","-1133.0046705681214","1.3023042190438177","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.9706666666665","5388","870","-912.7785382606261","1.0491707336329035","latent_ctmc_marginal_interval_loglik","","","","","","-1371.8018279334763","0.3570953441291693",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.9706666666665","5388","870","-922.6824465480257","1.0605545362620985","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","-1552.0726324266857","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.9706666666665","5388","870","-108.23790734394305","0.12441138775165868","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7255653507090839","79.55555555555556","210.33333333333334","0.8108108108108109","0.5"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.9706666666665","5388","870","-1133.0046705681214","1.3023042190438177","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.9706666666665","5388","870","-913.7984114526175","1.0503430016696753","latent_ctmc_marginal_interval_loglik","","","","","","-1372.994693633022","0.3567943311133483",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.9706666666665","5388","870","-923.8477899274326","1.061894011410842","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","-1550.6507428442465","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.9706666666665","5388","870","-108.23790734394305","0.12441138775165868","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7255653507090839","79.55555555555556","210.33333333333334","0.8108108108108109","0.5"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.9706666666665","5388","870","-1133.0046705681214","1.3023042190438177","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.9706666666665","5388","870","-913.4549100459801","1.0499481724666437","latent_ctmc_marginal_interval_loglik","","","","","","-1371.5498430757905","0.362124196929473",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.9706666666665","5388","870","-924.2607611320976","1.062368690956434","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","-1541.1561198233767","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.9706666666665","5388","870","-108.23790734394305","0.12441138775165868","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7255653507090839","79.55555555555556","210.33333333333334","0.8108108108108109","0.5"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.9706666666665","5388","870","-1133.0046705681214","1.3023042190438177","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.9706666666665","5388","870","-913.0780574799114","1.0495150085975993","latent_ctmc_marginal_interval_loglik","","","","","","-1370.7364500331385","0.3531824686077623",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.9706666666665","5388","870","-919.0677370944926","1.0563996978097616","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","-1543.1188113747294","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.9706666666665","5388","870","-108.23790734394305","0.12441138775165868","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7255653507090839","79.55555555555556","210.33333333333334","0.8108108108108109","0.5"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.9706666666665","5388","870","-1133.0046705681214","1.3023042190438177","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov07_1200_pre_collapse","real_crypto_window_sweep","","6258","20","2","119.96333333333313","1.3041484898163351","1.3041484898163351","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.9706666666665","5388","870","-912.5347945875857","1.0488905684914778","latent_ctmc_marginal_interval_loglik","","","","","","-1370.2165013221002","0.3587651978599149",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.99105333333318","8484","889","-1101.1545475500504","1.2386440354893706","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","1329.6466715353508","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.99105333333318","8484","889","-329.26109170762777","0.3703724316171291","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.6412955465587045","147.66666666666666","264.0","0.7837837837837838","0.35714285714285715"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.99105333333318","8484","889","-1264.7459633721955","1.4226613761217048","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.99105333333318","8484","889","-1100.0540702900307","1.2374061533071212","latent_ctmc_marginal_interval_loglik","","","","","","1476.8498384048828","0.20184570210162742",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.99105333333318","8484","889","-1083.1248934249518","1.218363209701858","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","1325.7729623268394","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.99105333333318","8484","889","-329.26109170762777","0.3703724316171291","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.6412955465587045","147.66666666666666","264.0","0.7837837837837838","0.35714285714285715"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.99105333333318","8484","889","-1264.7459633721955","1.4226613761217048","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.99105333333318","8484","889","-1081.8797643987657","1.2169626146217838","latent_ctmc_marginal_interval_loglik","","","","","","1475.6774169027603","0.1904238961779432",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.99105333333318","8484","889","-1117.7437466252795","1.257304551884454","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","1330.0323085875216","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.99105333333318","8484","889","-329.26109170762777","0.3703724316171291","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.6412955465587045","147.66666666666666","264.0","0.7837837837837838","0.35714285714285715"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.99105333333318","8484","889","-1264.7459633721955","1.4226613761217048","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.99105333333318","8484","889","-1154.169068257593","1.2982779170501608","latent_ctmc_marginal_interval_loglik","","","","","","1467.8782908483427","0.20661269209820876",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.99105333333318","8484","889","-1112.380362916406","1.2512714993435388","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","1332.0520652833823","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.99105333333318","8484","889","-329.26109170762777","0.3703724316171291","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.6412955465587045","147.66666666666666","264.0","0.7837837837837838","0.35714285714285715"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.99105333333318","8484","889","-1264.7459633721955","1.4226613761217048","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.99105333333318","8484","889","-1149.536527579392","1.2930669601567963","latent_ctmc_marginal_interval_loglik","","","","","","1471.0157805530696","0.20478168057342297",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.99105333333318","8484","889","-1088.8677243119716","1.2248230869650976","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","1323.958985747835","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.99105333333318","8484","889","-329.26109170762777","0.3703724316171291","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.6412955465587045","147.66666666666666","264.0","0.7837837837837838","0.35714285714285715"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.99105333333318","8484","889","-1264.7459633721955","1.4226613761217048","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.99105333333318","8484","889","-1088.6636983697658","1.224593586467678","latent_ctmc_marginal_interval_loglik","","","","","","1469.3005880113546","0.21492744412491707",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99105333333318","8484","889","-1089.7732681069888","1.2258416964083114","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","1330.8180531551839","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99105333333318","8484","889","-329.26109170762777","0.3703724316171291","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.6412955465587045","147.66666666666666","264.0","0.7837837837837838","0.35714285714285715"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99105333333318","8484","889","-1264.7459633721955","1.4226613761217048","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99105333333318","8484","889","-1152.319695260351","1.296197632463837","latent_ctmc_marginal_interval_loglik","","","","","","1466.7065323165716","0.20686277355310287",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.99105333333318","8484","889","-1081.6205450645161","1.2166710293189158","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","1325.3911202183162","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.99105333333318","8484","889","-329.26109170762777","0.3703724316171291","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.6412955465587045","147.66666666666666","264.0","0.7837837837837838","0.35714285714285715"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov08_0000_market_stress","real_crypto_window_sweep","","9373","20","2","119.98881666666647","1.9528903318628754","1.9528903318628754","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.99105333333318","8484","889","-1264.7459633721955","1.4226613761217048","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
